%time,field.position.x,field.position.y,field.position.z,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w
1457887753776021927,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753777958090,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753779981146,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753781957532,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753784010998,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753786035630,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753788034234,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753789951359,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753791956872,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753793998775,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753795941001,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753797983093,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753800033438,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753801954512,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753803973006,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753806030030,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753807920159,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753809971168,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753811882880,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753814009149,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753815920093,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753817913463,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753819974528,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753821913556,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753823987833,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753825924869,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753827902339,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753829971481,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753831899262,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753833953436,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753835920038,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753837952789,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753839980683,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753841970925,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753843969819,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753845946379,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753847936221,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753849977907,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
1457887753851992584,0.0,0.00148328137584,0.0,0.0,0.0,0.0,0.0
