%time,field.position.x,field.position.y,field.position.z,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w
1457886405296774263,0.0,-12.2083358765,0.0,0.0,0.0,0.0,0.0
1457886405298738493,0.0,-5.44097518921,0.0,0.0,0.0,0.0,0.0
1457886405300742340,0.0,-2.85607361794,0.0,0.0,0.0,0.0,0.0
1457886405302736317,0.0,-1.86872911453,0.0,0.0,0.0,0.0,0.0
1457886405304751047,0.0,-1.49159705639,0.0,0.0,0.0,0.0,0.0
1457886405306723519,0.0,-1.34754550457,0.0,0.0,0.0,0.0,0.0
1457886405308742747,0.0,-1.29252266884,0.0,0.0,0.0,0.0,0.0
1457886405310727510,0.0,-1.27150583267,0.0,0.0,0.0,0.0,0.0
1457886405312744474,0.0,-1.2634780407,0.0,0.0,0.0,0.0,0.0
1457886405314750663,0.0,-1.26041173935,0.0,0.0,0.0,0.0,0.0
1457886405316762776,0.0,-1.25924050808,0.0,0.0,0.0,0.0,0.0
1457886405318728891,0.0,-1.25879311562,0.0,0.0,0.0,0.0,0.0
1457886405320736836,0.0,-1.2586222887,0.0,0.0,0.0,0.0,0.0
1457886405322742686,0.0,-1.25855696201,0.0,0.0,0.0,0.0,0.0
1457886405324743022,0.0,-1.25853204727,0.0,0.0,0.0,0.0,0.0
1457886405326729582,0.0,-1.25852251053,0.0,0.0,0.0,0.0,0.0
1457886405328757311,0.0,-1.25851893425,0.0,0.0,0.0,0.0,0.0
1457886405330719188,0.0,-1.25851750374,0.0,0.0,0.0,0.0,0.0
1457886405332754892,0.0,-1.2585170269,0.0,0.0,0.0,0.0,0.0
1457886405334757887,0.0,-1.25851678848,0.0,0.0,0.0,0.0,0.0
1457886405336760950,0.0,-1.25851666927,0.0,0.0,0.0,0.0,0.0
1457886405338729900,0.0,-1.25851666927,0.0,0.0,0.0,0.0,0.0
1457886405340736744,0.0,-1.25851666927,0.0,0.0,0.0,0.0,0.0
1457886405342745943,0.0,-1.25851666927,0.0,0.0,0.0,0.0,0.0
1457886405344739458,0.0,-1.27705764771,0.0,0.0,0.0,0.0,0.0
1457886405346725196,0.0,-1.28413975239,0.0,0.0,0.0,0.0,0.0
1457886405348731877,0.0,-1.28684484959,0.0,0.0,0.0,0.0,0.0
1457886405350717801,0.0,-1.2878780365,0.0,0.0,0.0,0.0,0.0
1457886405352744429,0.0,-1.28827273846,0.0,0.0,0.0,0.0,0.0
1457886405354810178,0.0,-1.28842353821,0.0,0.0,0.0,0.0,0.0
1457886405356748366,0.0,-1.28848111629,0.0,0.0,0.0,0.0,0.0
1457886405358744247,0.0,-1.2885030508,0.0,0.0,0.0,0.0,0.0
1457886405360737641,0.0,-1.28851151466,0.0,0.0,0.0,0.0,0.0
1457886405362738040,0.0,-1.28851473331,0.0,0.0,0.0,0.0,0.0
1457886405364737260,0.0,-1.28851592541,0.0,0.0,0.0,0.0,0.0
1457886405366709709,0.0,-1.28851640224,0.0,0.0,0.0,0.0,0.0
1457886405368772917,0.0,-1.28851652145,0.0,0.0,0.0,0.0,0.0
1457886405370735680,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405372724456,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405374774981,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405376736135,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405378735758,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405380734245,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405382733237,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405384723001,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405386727840,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405388738958,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405390744916,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405392734208,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405394728978,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405396721649,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405398744329,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405400748015,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405402732204,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405404741169,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405406746032,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405408728075,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405410747325,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405412744394,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405414728449,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405416738824,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405418743292,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405420743384,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405422721681,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405424737439,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405426723086,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405428727725,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405430728306,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405432770723,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405434788030,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405436739263,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405438773866,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405440803507,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405442758761,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405444789777,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405446756917,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405448756602,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405450751109,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405452742547,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405454785274,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405456799057,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405458758644,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405460731733,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405462759233,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405464735714,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405466721591,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405468754817,0.0,-1.28851664066,0.0,0.0,0.0,0.0,0.0
1457886405470734136,0.0,-1.30087733269,0.0,0.0,0.0,0.0,0.0
1457886405472775846,0.0,-1.30559873581,0.0,0.0,0.0,0.0,0.0
1457886405474728390,0.0,-1.30740213394,0.0,0.0,0.0,0.0,0.0
1457886405476725067,0.0,-1.30809092522,0.0,0.0,0.0,0.0,0.0
1457886405478769737,0.0,-1.30835402012,0.0,0.0,0.0,0.0,0.0
1457886405480751494,0.0,-1.30845451355,0.0,0.0,0.0,0.0,0.0
1457886405482755382,0.0,-1.30849289894,0.0,0.0,0.0,0.0,0.0
1457886405484712500,0.0,-1.30850756168,0.0,0.0,0.0,0.0,0.0
1457886405486767579,0.0,-1.30851316452,0.0,0.0,0.0,0.0,0.0
1457886405488785087,0.0,-1.30851531029,0.0,0.0,0.0,0.0,0.0
1457886405490766127,0.0,-1.30851614475,0.0,0.0,0.0,0.0,0.0
1457886405492799992,0.0,-1.30851650238,0.0,0.0,0.0,0.0,0.0
1457886405494803712,0.0,-1.30851662159,0.0,0.0,0.0,0.0,0.0
1457886405496794686,0.0,-1.30851662159,0.0,0.0,0.0,0.0,0.0
1457886405498763719,0.0,-1.30851662159,0.0,0.0,0.0,0.0,0.0
1457886405500766431,0.0,-1.30851662159,0.0,0.0,0.0,0.0,0.0
1457886405502785137,0.0,-1.30851662159,0.0,0.0,0.0,0.0,0.0
1457886405504745058,0.0,-1.30851662159,0.0,0.0,0.0,0.0,0.0
1457886405506746540,0.0,-1.30851662159,0.0,0.0,0.0,0.0,0.0
1457886405508776125,0.0,-1.30851662159,0.0,0.0,0.0,0.0,0.0
1457886405510726202,0.0,-1.30851662159,0.0,0.0,0.0,0.0,0.0
1457886405512755088,0.0,-1.30851662159,0.0,0.0,0.0,0.0,0.0
1457886405514711413,0.0,-1.30851662159,0.0,0.0,0.0,0.0,0.0
1457886405516724058,0.0,-1.30851662159,0.0,0.0,0.0,0.0,0.0
1457886405518787060,0.0,-1.30851662159,0.0,0.0,0.0,0.0,0.0
1457886405520788017,0.0,-1.30851662159,0.0,0.0,0.0,0.0,0.0
1457886405522763293,0.0,-1.30851662159,0.0,0.0,0.0,0.0,0.0
1457886405524740897,0.0,-1.30851662159,0.0,0.0,0.0,0.0,0.0
1457886405526768241,0.0,-1.30851662159,0.0,0.0,0.0,0.0,0.0
1457886405528792846,0.0,-1.30851662159,0.0,0.0,0.0,0.0,0.0
1457886405530725714,0.0,-1.30851662159,0.0,0.0,0.0,0.0,0.0
1457886405532707055,0.0,-1.31469702721,0.0,0.0,0.0,0.0,0.0
1457886405534716841,0.0,-1.31705772877,0.0,0.0,0.0,0.0,0.0
1457886405536757892,0.0,-1.31795942783,0.0,0.0,0.0,0.0,0.0
1457886405538784912,0.0,-1.31830382347,0.0,0.0,0.0,0.0,0.0
1457886405540771729,0.0,-1.31843543053,0.0,0.0,0.0,0.0,0.0
1457886405542727765,0.0,-1.31848573685,0.0,0.0,0.0,0.0,0.0
1457886405544760442,0.0,-1.31850492954,0.0,0.0,0.0,0.0,0.0
1457886405546767501,0.0,-1.31851220131,0.0,0.0,0.0,0.0,0.0
1457886405548811674,0.0,-1.31851506233,0.0,0.0,0.0,0.0,0.0
1457886405550785654,0.0,-1.31851613522,0.0,0.0,0.0,0.0,0.0
1457886405552769220,0.0,-1.31851649284,0.0,0.0,0.0,0.0,0.0
1457886405554753647,0.0,-1.31851661205,0.0,0.0,0.0,0.0,0.0
1457886405556764084,0.0,-1.31851673126,0.0,0.0,0.0,0.0,0.0
1457886405558780171,0.0,-1.31851673126,0.0,0.0,0.0,0.0,0.0
1457886405560768329,0.0,-1.31851673126,0.0,0.0,0.0,0.0,0.0
1457886405562756554,0.0,-1.31851673126,0.0,0.0,0.0,0.0,0.0
1457886405564752347,0.0,-1.33087742329,0.0,0.0,0.0,0.0,0.0
1457886405566758505,0.0,-1.33559882641,0.0,0.0,0.0,0.0,0.0
1457886405568727289,0.0,-1.33740222454,0.0,0.0,0.0,0.0,0.0
1457886405570737116,0.0,-1.33809101582,0.0,0.0,0.0,0.0,0.0
1457886405572748060,0.0,-1.33835411072,0.0,0.0,0.0,0.0,0.0
1457886405574744620,0.0,-1.33845460415,0.0,0.0,0.0,0.0,0.0
1457886405576716576,0.0,-1.33849298954,0.0,0.0,0.0,0.0,0.0
1457886405578734600,0.0,-1.33850765228,0.0,0.0,0.0,0.0,0.0
1457886405580765076,0.0,-1.33851325512,0.0,0.0,0.0,0.0,0.0
1457886405582768173,0.0,-1.33851540089,0.0,0.0,0.0,0.0,0.0
1457886405584749810,0.0,-1.33851623535,0.0,0.0,0.0,0.0,0.0
1457886405586746210,0.0,-1.33851659298,0.0,0.0,0.0,0.0,0.0
1457886405588764231,0.0,-1.33851671219,0.0,0.0,0.0,0.0,0.0
1457886405590767719,0.0,-1.33851671219,0.0,0.0,0.0,0.0,0.0
1457886405592721588,0.0,-1.33851671219,0.0,0.0,0.0,0.0,0.0
1457886405594785567,0.0,-1.33851671219,0.0,0.0,0.0,0.0,0.0
1457886405596789585,0.0,-1.3446969986,0.0,0.0,0.0,0.0,0.0
1457886405598769744,0.0,-1.34705770016,0.0,0.0,0.0,0.0,0.0
1457886405600758501,0.0,-1.34795939922,0.0,0.0,0.0,0.0,0.0
1457886405602775527,0.0,-1.34830379486,0.0,0.0,0.0,0.0,0.0
1457886405604750478,0.0,-1.34843540192,0.0,0.0,0.0,0.0,0.0
1457886405606726054,0.0,-1.34848570824,0.0,0.0,0.0,0.0,0.0
1457886405608768125,0.0,-1.34850490093,0.0,0.0,0.0,0.0,0.0
1457886405610765489,0.0,-1.3485121727,0.0,0.0,0.0,0.0,0.0
1457886405612748353,0.0,-1.34851503372,0.0,0.0,0.0,0.0,0.0
1457886405614747388,0.0,-1.34851610661,0.0,0.0,0.0,0.0,0.0
1457886405616857334,0.0,-1.34851646423,0.0,0.0,0.0,0.0,0.0
1457886405618800275,0.0,-1.34851658344,0.0,0.0,0.0,0.0,0.0
1457886405620775421,0.0,-1.34851670265,0.0,0.0,0.0,0.0,0.0
1457886405622796855,0.0,-1.34851670265,0.0,0.0,0.0,0.0,0.0
1457886405624754948,0.0,-1.34851670265,0.0,0.0,0.0,0.0,0.0
1457886405626742587,0.0,-1.35469698906,0.0,0.0,0.0,0.0,0.0
1457886405628713852,0.0,-1.35705769062,0.0,0.0,0.0,0.0,0.0
1457886405630754021,0.0,-1.35795938969,0.0,0.0,0.0,0.0,0.0
1457886405632723191,0.0,-1.35830378532,0.0,0.0,0.0,0.0,0.0
1457886405634736113,0.0,-1.35843539238,0.0,0.0,0.0,0.0,0.0
1457886405636769553,0.0,-1.3584856987,0.0,0.0,0.0,0.0,0.0
1457886405638714057,0.0,-1.3585048914,0.0,0.0,0.0,0.0,0.0
1457886405640776943,0.0,-1.35851216316,0.0,0.0,0.0,0.0,0.0
1457886405642765762,0.0,-1.35851502419,0.0,0.0,0.0,0.0,0.0
1457886405644755945,0.0,-1.35851609707,0.0,0.0,0.0,0.0,0.0
1457886405646714686,0.0,-1.3585164547,0.0,0.0,0.0,0.0,0.0
1457886405648710208,0.0,-1.35851657391,0.0,0.0,0.0,0.0,0.0
1457886405650768629,0.0,-1.35851669312,0.0,0.0,0.0,0.0,0.0
1457886405652730709,0.0,-1.35851669312,0.0,0.0,0.0,0.0,0.0
1457886405654680101,0.0,-1.35851669312,0.0,0.0,0.0,0.0,0.0
1457886405656709932,0.0,-1.35851669312,0.0,0.0,0.0,0.0,0.0
1457886405658787405,0.0,-1.37087738514,0.0,0.0,0.0,0.0,0.0
1457886405660696986,0.0,-1.37559878826,0.0,0.0,0.0,0.0,0.0
1457886405662730413,0.0,-1.37740218639,0.0,0.0,0.0,0.0,0.0
1457886405664786548,0.0,-1.37809097767,0.0,0.0,0.0,0.0,0.0
1457886405666781596,0.0,-1.37835407257,0.0,0.0,0.0,0.0,0.0
1457886405668714073,0.0,-1.378454566,0.0,0.0,0.0,0.0,0.0
1457886405670786405,0.0,-1.37849295139,0.0,0.0,0.0,0.0,0.0
1457886405672716818,0.0,-1.37850761414,0.0,0.0,0.0,0.0,0.0
1457886405674779798,0.0,-1.37851321697,0.0,0.0,0.0,0.0,0.0
1457886405676766689,0.0,-1.37851536274,0.0,0.0,0.0,0.0,0.0
1457886405678783781,0.0,-1.3785161972,0.0,0.0,0.0,0.0,0.0
1457886405680807164,0.0,-1.37851655483,0.0,0.0,0.0,0.0,0.0
1457886405682713639,0.0,-1.37851667404,0.0,0.0,0.0,0.0,0.0
1457886405684783035,0.0,-1.37851667404,0.0,0.0,0.0,0.0,0.0
1457886405686762846,0.0,-1.37851667404,0.0,0.0,0.0,0.0,0.0
1457886405688721686,0.0,-1.37851667404,0.0,0.0,0.0,0.0,0.0
1457886405690784284,0.0,-1.39705765247,0.0,0.0,0.0,0.0,0.0
1457886405692687270,0.0,-1.40413975716,0.0,0.0,0.0,0.0,0.0
1457886405694747841,0.0,-1.40684485435,0.0,0.0,0.0,0.0,0.0
1457886405696777703,0.0,-1.40787804127,0.0,0.0,0.0,0.0,0.0
1457886405698728935,0.0,-1.40827274323,0.0,0.0,0.0,0.0,0.0
1457886405700777955,0.0,-1.40842354298,0.0,0.0,0.0,0.0,0.0
1457886405702735703,0.0,-1.40848112106,0.0,0.0,0.0,0.0,0.0
1457886405704748443,0.0,-1.40850305557,0.0,0.0,0.0,0.0,0.0
1457886405706702480,0.0,-1.40851151943,0.0,0.0,0.0,0.0,0.0
1457886405708776822,0.0,-1.40851473808,0.0,0.0,0.0,0.0,0.0
1457886405710761516,0.0,-1.40851593018,0.0,0.0,0.0,0.0,0.0
1457886405712713400,0.0,-1.40851640701,0.0,0.0,0.0,0.0,0.0
1457886405714775159,0.0,-1.40851652622,0.0,0.0,0.0,0.0,0.0
1457886405716727540,0.0,-1.40851664543,0.0,0.0,0.0,0.0,0.0
1457886405718717490,0.0,-1.40851664543,0.0,0.0,0.0,0.0,0.0
1457886405720797073,0.0,-1.42087733746,0.0,0.0,0.0,0.0,0.0
1457886405722790824,0.0,-1.42559874058,0.0,0.0,0.0,0.0,0.0
1457886405724706206,0.0,-1.42740213871,0.0,0.0,0.0,0.0,0.0
1457886405726734574,0.0,-1.42809092999,0.0,0.0,0.0,0.0,0.0
1457886405728790593,0.0,-1.42835402489,0.0,0.0,0.0,0.0,0.0
1457886405730775198,0.0,-1.42845451832,0.0,0.0,0.0,0.0,0.0
1457886405732716438,0.0,-1.42849290371,0.0,0.0,0.0,0.0,0.0
1457886405734726449,0.0,-1.42850756645,0.0,0.0,0.0,0.0,0.0
1457886405736722873,0.0,-1.42851316929,0.0,0.0,0.0,0.0,0.0
1457886405738742530,0.0,-1.42851531506,0.0,0.0,0.0,0.0,0.0
1457886405740779167,0.0,-1.42851614952,0.0,0.0,0.0,0.0,0.0
1457886405742768387,0.0,-1.42851650715,0.0,0.0,0.0,0.0,0.0
1457886405744766139,0.0,-1.42851662636,0.0,0.0,0.0,0.0,0.0
1457886405746716457,0.0,-1.42851662636,0.0,0.0,0.0,0.0,0.0
1457886405748755751,0.0,-1.42851662636,0.0,0.0,0.0,0.0,0.0
1457886405750761732,0.0,-1.42851662636,0.0,0.0,0.0,0.0,0.0
1457886405752710317,0.0,-1.447057724,0.0,0.0,0.0,0.0,0.0
1457886405754745445,0.0,-1.45413982868,0.0,0.0,0.0,0.0,0.0
1457886405756746191,0.0,-1.45684492588,0.0,0.0,0.0,0.0,0.0
1457886405758762906,0.0,-1.45787811279,0.0,0.0,0.0,0.0,0.0
1457886405760746099,0.0,-1.45827281475,0.0,0.0,0.0,0.0,0.0
1457886405762765262,0.0,-1.4584236145,0.0,0.0,0.0,0.0,0.0
1457886405764702430,0.0,-1.45848119259,0.0,0.0,0.0,0.0,0.0
1457886405766724105,0.0,-1.4585031271,0.0,0.0,0.0,0.0,0.0
1457886405768769462,0.0,-1.45851159096,0.0,0.0,0.0,0.0,0.0
1457886405770766437,0.0,-1.45851480961,0.0,0.0,0.0,0.0,0.0
1457886405772725977,0.0,-1.4585160017,0.0,0.0,0.0,0.0,0.0
1457886405774748656,0.0,-1.45851647854,0.0,0.0,0.0,0.0,0.0
1457886405776748213,0.0,-1.45851659775,0.0,0.0,0.0,0.0,0.0
1457886405778765339,0.0,-1.45851671696,0.0,0.0,0.0,0.0,0.0
1457886405780738605,0.0,-1.45851671696,0.0,0.0,0.0,0.0,0.0
1457886405782757981,0.0,-1.47705769539,0.0,0.0,0.0,0.0,0.0
1457886405784709634,0.0,-1.48413980007,0.0,0.0,0.0,0.0,0.0
1457886405786722110,0.0,-1.48684489727,0.0,0.0,0.0,0.0,0.0
1457886405788782081,0.0,-1.48787808418,0.0,0.0,0.0,0.0,0.0
1457886405790766945,0.0,-1.48827278614,0.0,0.0,0.0,0.0,0.0
1457886405792719426,0.0,-1.48842358589,0.0,0.0,0.0,0.0,0.0
1457886405794746535,0.0,-1.48848116398,0.0,0.0,0.0,0.0,0.0
1457886405796735586,0.0,-1.48850309849,0.0,0.0,0.0,0.0,0.0
1457886405798767406,0.0,-1.48851156235,0.0,0.0,0.0,0.0,0.0
1457886405800768897,0.0,-1.488514781,0.0,0.0,0.0,0.0,0.0
1457886405802767982,0.0,-1.48851597309,0.0,0.0,0.0,0.0,0.0
1457886405804689131,0.0,-1.48851644993,0.0,0.0,0.0,0.0,0.0
1457886405806710167,0.0,-1.48851656914,0.0,0.0,0.0,0.0,0.0
1457886405808745265,0.0,-1.48851668835,0.0,0.0,0.0,0.0,0.0
1457886405810743727,0.0,-1.48851668835,0.0,0.0,0.0,0.0,0.0
1457886405812756403,0.0,-1.48851668835,0.0,0.0,0.0,0.0,0.0
1457886405814717450,0.0,-1.50705766678,0.0,0.0,0.0,0.0,0.0
1457886405816696293,0.0,-1.51413977146,0.0,0.0,0.0,0.0,0.0
1457886405818719307,0.0,-1.51684486866,0.0,0.0,0.0,0.0,0.0
1457886405820705966,0.0,-1.51787805557,0.0,0.0,0.0,0.0,0.0
1457886405822766506,0.0,-1.51827275753,0.0,0.0,0.0,0.0,0.0
1457886405824789032,0.0,-1.51842355728,0.0,0.0,0.0,0.0,0.0
1457886405826706475,0.0,-1.51848113537,0.0,0.0,0.0,0.0,0.0
1457886405828727318,0.0,-1.51850306988,0.0,0.0,0.0,0.0,0.0
1457886405830767884,0.0,-1.51851153374,0.0,0.0,0.0,0.0,0.0
1457886405832721157,0.0,-1.51851475239,0.0,0.0,0.0,0.0,0.0
1457886405834741044,0.0,-1.51851594448,0.0,0.0,0.0,0.0,0.0
1457886405836718920,0.0,-1.51851642132,0.0,0.0,0.0,0.0,0.0
1457886405838753801,0.0,-1.51851654053,0.0,0.0,0.0,0.0,0.0
1457886405840764461,0.0,-1.51851665974,0.0,0.0,0.0,0.0,0.0
1457886405842766275,0.0,-1.51851665974,0.0,0.0,0.0,0.0,0.0
1457886405844756759,0.0,-1.51851665974,0.0,0.0,0.0,0.0,0.0
1457886405846720667,0.0,-1.54323804379,0.0,0.0,0.0,0.0,0.0
1457886405848733047,0.0,-1.55268073082,0.0,0.0,0.0,0.0,0.0
1457886405850785156,0.0,-1.55628752708,0.0,0.0,0.0,0.0,0.0
1457886405852744322,0.0,-1.55766522884,0.0,0.0,0.0,0.0,0.0
1457886405854759510,0.0,-1.55819141865,0.0,0.0,0.0,0.0,0.0
1457886405856768094,0.0,-1.55839240551,0.0,0.0,0.0,0.0,0.0
1457886405858793573,0.0,-1.55846917629,0.0,0.0,0.0,0.0,0.0
1457886405860754419,0.0,-1.55849850178,0.0,0.0,0.0,0.0,0.0
1457886405862752173,0.0,-1.55850970745,0.0,0.0,0.0,0.0,0.0
1457886405864752404,0.0,-1.55851399899,0.0,0.0,0.0,0.0,0.0
1457886405866748676,0.0,-1.55851566792,0.0,0.0,0.0,0.0,0.0
1457886405868735468,0.0,-1.55851626396,0.0,0.0,0.0,0.0,0.0
1457886405870770765,0.0,-1.55851650238,0.0,0.0,0.0,0.0,0.0
1457886405872699054,0.0,-1.55851662159,0.0,0.0,0.0,0.0,0.0
1457886405874763299,0.0,-1.55851662159,0.0,0.0,0.0,0.0,0.0
1457886405876765212,0.0,-1.58323800564,0.0,0.0,0.0,0.0,0.0
1457886405878769964,0.0,-1.59268081188,0.0,0.0,0.0,0.0,0.0
1457886405880724420,0.0,-1.59628760815,0.0,0.0,0.0,0.0,0.0
1457886405882774957,0.0,-1.59766530991,0.0,0.0,0.0,0.0,0.0
1457886405884702834,0.0,-1.59819149971,0.0,0.0,0.0,0.0,0.0
1457886405886754087,0.0,-1.59839248657,0.0,0.0,0.0,0.0,0.0
1457886405888794459,0.0,-1.59846925735,0.0,0.0,0.0,0.0,0.0
1457886405890752700,0.0,-1.59849858284,0.0,0.0,0.0,0.0,0.0
1457886405892785352,0.0,-1.59850978851,0.0,0.0,0.0,0.0,0.0
1457886405894764429,0.0,-1.59851408005,0.0,0.0,0.0,0.0,0.0
1457886405896754861,0.0,-1.59851574898,0.0,0.0,0.0,0.0,0.0
1457886405898759876,0.0,-1.59851634502,0.0,0.0,0.0,0.0,0.0
1457886405900733709,0.0,-1.59851658344,0.0,0.0,0.0,0.0,0.0
1457886405902745787,0.0,-1.59851670265,0.0,0.0,0.0,0.0,0.0
1457886405904732463,0.0,-1.59851670265,0.0,0.0,0.0,0.0,0.0
1457886405906750044,0.0,-1.59851670265,0.0,0.0,0.0,0.0,0.0
